name
"Jeepers Creepers 2,Final Destination 5,The Hills Have Eyes 2,Hatchet,Timeline,Chernobyl Diaries,The Conjuring,Trading Places,The Wolfman,Blade: Trinity,Krampus,Creature,Deep Rising,The Visit,The Dangerous Lives of Altar Boys,Housebound,Duets,The Amityville Horror,Don't Be Afraid of the Dark,The Specials,Hellboy II: The Golden Army,Saw: The Final Chapter,The Molly Maguires,Pulse,April Fool's Day"
"Good Luck Chuck,Cyrus,I Love You, Man,Kites,Forrest Gump,Smiling Fish & Goat On Fire,How to Lose a Guy in 10 Days,Good Deeds,Ted,Anomalisa,Trust the Man,Charlie St. Cloud,The Elephant Man,Blue Like Jazz,Romance & Cigarettes,Boomerang,Me, Myself & Irene,Apocalypto,The Good Night,Love in the Time of Cholera,Beastly,The Man,Me You and Five Bucks,From a Whisper to a Scream,I Married a Strange Person!"
"Cradle 2 the Grave,Commando,Lethal Weapon 4,The Town,Homefront,Stolen,Sherlock Holmes: A Game of Shadows,The Big Hit,Kiss Kiss Bang Bang,Action Jackson,Sexy Beast,Heist,Tycoon,Gran Torino,Flying By,Swordfish,Multiplicity,1982,City By The Sea,The Godfather: Part III,Interview with the Assassin,Batman Begins,Torque,3 Days to Kill,The Wrestler"
"The Hours,The Dictator,Against the Ropes,Shotgun Stories,Anchorman 2: The Legend Continues,Bobby Jones: Stroke of Genius,Jane Got a Gun,The Pledge,Shattered Glass,Stories of Our Lives,Fruitvale Station,Snatch,Sliding Doors,Julie & Julia,Marvin's Room,Peeples,Jumping the Broom,The Aviator,No Country for Old Men,The Prince & Me,11:14,Angel Eyes,Good Night, and Good Luck.,Zoolander,Stop-Loss"
"She's the Man,Forrest Gump,The R.M.,How to Fall in Love,Kickboxer: Vengeance,Free Style,What's Eating Gilbert Grape,The Battle of Shaker Heights,Beginners,Teen Wolf Too,We Bought a Zoo,Griff the Invisible,A Serious Man,Interview with the Assassin,The Return of the Pink Panther,The Prince of Tides,Paper Towns,Beastly,School for Scoundrels,The Legend of Hercules,Crazy, Stupid, Love.,Southpaw,Winter Passing,Madea's Witness Protection,At First Sight"
"Mr. Bean's Holiday,My Beautiful Laundrette,Pride & Prejudice,Deck the Halls,Don Jon,Little Boy,To Rome with Love,Mr. Turner,An Ideal Husband,Nanny McPhee,Bad Words,Shipwrecked,Jersey Girl,Love Actually,Young Frankenstein,Christmas with the Kranks,Thomas and the Magic Railroad,The Santa Clause,Tadpole,Sinister,The Deported,Elizabethtown,Blue Like Jazz,Billy Elliot,Hugo"
"Anacondas: The Hunt for the Blood Orchid,Roar,Teeth and Blood,Da Sweet Blood of Jesus,Hostel,Blood and Chocolate,The Forsaken,The Expendables 3,Rambo: First Blood Part II,Bled,Jungle Shuffle,The Legend of Tarzan,Lara Croft: Tomb Raider,The Covenant,Annabelle,Blade: Trinity,Predators,Force 10 from Navarone,Dawn of the Crescent Moon,Flatliners,Outbreak,Blood Work,Rampage,The Purge,The Omega Code"
"Blood Ties,Wild Card,Butterfly on a Wheel,Cheri,Amidst the Devil's Wings,The Queen,The Spanish Prisoner,Sahara,Wanted,Nighthawks,You Kill Me,Carnage,Deadfall,Walking Tall,Hanging Up,Whiteout,Spring Breakers,Mr. Turner,On the Road,Capote,Mindhunters,Hardball,I'm Not There.,Angel Eyes,Doom"
"August Rush,Once,Mr. Holland's Opus,Idlewild,Beyond the Sea,Ray,Hesher,Song One,Magic Mike XXL,Amadeus,How to Fall in Love,The Illusionist,Flash of Genius,Forsaken,Son of God,Nowhere Boy,Copying Beethoven,Taking Woodstock,Redemption Road,42nd Street,The Bridges of Madison County,Moonlight Mile,Inside Llewyn Davis,High Fidelity,Out of the Blue"
"Elizabeth,Harrison Montgomery,Made in Dagenham,Redacted,Marie Antoinette,Vera Drake,The Duchess,Headhunters,Severance,The Iron Lady,Movie 43,Imagine Me & You,Ararat,The Dirties,The House of Mirth,The Wind That Shakes the Barley,Iris,Virgin Territory,Cleopatra,The Face of an Angel,Romeo + Juliet,Triangle,Bathory: Countess of Blood,Brooklyn,Inside Deep Throat"
"Bride of Chucky,Novocaine,Krampus,Psycho,Dressed to Kill,Shanghai Knights,Pineapple Express,The Life of David Gale,Casino Jack,The Relic,Halloween,Wanted,The Pledge,Doom,Four Brothers,How High,Larry Crowne,Sphinx,Minority Report,Crazy in Alabama,The Purge: Anarchy,Sinister,Seed of Chucky,Oculus,In Cold Blood"
"Tora! Tora! Tora!,Red Tails,Letters from Iwo Jima,Windtalkers,Kingdom of Heaven,Patton,Memoirs of a Geisha,Love Me Tender,Black Rain,Unbroken,Fort McCoy,The Great Raid,Flyboys,The Longest Day,Lincoln,Fahrenheit 9/11,Saints and Soldiers,The Bridge on the River Kwai,Pearl Harbor,Glory,1941,U-571,The Siege,Lawrence of Arabia,Henry V"
"Spice World,All That Jazz,The Life Aquatic with Steve Zissou,Fat Albert,Multiplicity,The Book of Life,Bulworth,1776,The Secret Life of Walter Mitty,Memoirs of an Invisible Man,La Bamba,Bottle Rocket,The Damned United,Troop Beverly Hills,Anaconda,Katy Perry: Part of Me,Monkeybone,It's All Gone Pete Tong,Blue Valentine,The Indian in the Cupboard,Robin and Marian,Foolish,The Adventurer: The Curse of the Midas Box,Click,The Good Night"
"The Sitter,We Bought a Zoo,Night at the Museum: Battle of the Smithsonian,My Cousin Vinny,Big Trouble in Little China,Grandma's Boy,The Wolverine,Bulworth,The Full Monty,The Book of Life,Eragon,Welcome to Mooseport,All That Jazz,Master and Commander: The Far Side of the World,Deadpool,The Whole Ten Yards,Mr. Popper's Penguins,Fear and Loathing in Las Vegas,20 Dates,Monkeybone,Rat Race,Gran Torino,Coriolanus,The Last Emperor,Rise of the Planet of the Apes"
"Dance Flick,Flashdance,Desert Dancer,Rize,Cats Don't Dance,Honey,Step Up,Step Up 2: The Streets,Footloose,Take the Lead,Hairspray,Tupac: Resurrection,South Park: Bigger, Longer & Uncut,Wild Target,Stomp the Yard,Choke,Shall We Dance?,The Love Guru,The Good Night,Top Hat,Napoleon Dynamite,42nd Street,Lethal Weapon 4,Hustle & Flow,Bandslam"
"The Shawshank Redemption,Penitentiary,Rosewater,Buffalo '66,Prison,Let's Go to Prison,Copying Beethoven,Me You and Five Bucks,Flying By,Faster,1982,Jeff, Who Lives at Home,The Truman Show,American History X,Should've Been Romeo,Hang 'em High,The Hurricane,Multiplicity,Kiss of Death,King's Ransom,Mandela: Long Walk to Freedom,My Cousin Vinny,About Schmidt,Wild Target,The Whole Ten Yards"
"Crocodile Dundee in Los Angeles,We Bought a Zoo,Jingle All the Way,Should've Been Romeo,Son of God,Nicholas Nickleby,City of Angels,The Truman Show,Gran Torino,Idlewild,Multiplicity,Blue Like Jazz,Copying Beethoven,Last Orders,Fear and Loathing in Las Vegas,Big Trouble in Little China,Mrs. Doubtfire,1982,Wild Target,How to Fall in Love,The Mudge Boy,Jeff, Who Lives at Home,Hesher,The Adventures of Elmo in Grouchland,The Whole Ten Yards"
"Kingpin,Who's Your Caddy?,Larry the Cable Guy: Health Inspector,The Last Big Thing,Big Momma's House 2,Bandits,Into the Blue,Bathing Beauty,My Big Fat Greek Wedding 2,Hope Springs,Boat Trip,Connie and Carla,Idle Hands,Danny Collins,Big Trouble,The Naked Gun 2½: The Smell of Fear,Pat Garrett & Billy the Kid,The Change-Up,Bad Grandpa,Army of Darkness,Bulletproof Monk,Big Momma's House,Big Mommas: Like Father, Like Son,Surf's Up,Splash"
"The Gambler,J. Edgar,The Truman Show,My All American,Son of God,Gran Torino,Half Nelson,The Godfather,Sexy Beast,W.,The Whole Ten Yards,Jackass: The Movie,Million Dollar Baby,Copying Beethoven,The Firm,All Is Lost,Bruce Almighty,21 & Over,The Ladykillers,Manito,Multiplicity,House of D,Wanted,I Origins,What Just Happened"
"August: Osage County,Eulogy,The Chumscrubber,Boynton Beach Club,The Funeral,The Joneses,Last Holiday,Two Brothers,The Hotel New Hampshire,The Wiz,Slums of Beverly Hills,Good Night, and Good Luck.,Julie & Julia,The Banger Sisters,Pieces of April,The Sleepwalker,The Butler,Dwegons,City Island,House of D,After.Life,A Good Year,Leatherheads,Our Brand Is Crisis,Sahara"
"Ice Princess,Meet the Deedles,Cool Runnings,Hannah Montana: The Movie,Cinderella,Johnson Family Vacation,Extreme Ops,Sky High,The Naked Ape,Saving Mr. Banks,LOL,The Greatest Game Ever Played,The Lizzie McGuire Movie,The Princess Diaries,Eddie the Eagle,The Jungle Book,Napoleon Dynamite,The Hotel New Hampshire,Secretariat,Thumbsucker,Fantasia,The Longest Yard,The Princess Diaries 2: Royal Engagement,Goal!: The Dream Begins,Against the Ropes"
"A Lot Like Love,The Out-of-Towners,Zookeeper,Jackass: The Movie,Bicentennial Man,Anchorman 2: The Legend Continues,Me and Orson Welles,Nighthawks,You Kill Me,Sherlock Holmes: A Game of Shadows,Love & Other Drugs,Whip It,Hanging Up,Hardball,You Again,Strange Wilderness,August,Bandits,Barry Munday,The Soloist,Divine Secrets of the Ya-Ya Sisterhood,The Butler,The Jerky Boys,Angel Eyes,The Invention of Lying"
"Eddie the Eagle,Chariots of Fire,Against the Ropes,The Full Monty,Fat Albert,Cheri,Bobby Jones: Stroke of Genius,Love Me Tender,Bulworth,History of the World: Part I,Romeo + Juliet,Welcome to Mooseport,Where the Heart Is,The Passion of the Christ,Gentleman's Agreement,DodgeBall: A True Underdog Story,AVP: Alien vs. Predator,Kingdom of Heaven,The Pianist,Made in Dagenham,Batman,Batman,Ever After: A Cinderella Story,How Green Was My Valley,Glitter"
"He Got Game,Glory Road,Love & Basketball,The Longest Yard,College,We Are Marshall,200 Cigarettes,Mooz-lum,Gossip,Harvard Man,Coach Carter,Runner Runner,Loser,What's Love Got to Do with It,Larry Crowne,Juwanna Mann,Space Jam,The Express,Just Wright,The Rules of Attraction,Ulee's Gold,We Own the Night,Ask Me Anything,The Players Club,Hoop Dreams"
"Don Juan DeMarco,Blue Like Jazz,Don Jon,Me You and Five Bucks,The New World,Much Ado About Nothing,Spellbound,Elizabethtown,Vacation,Thirteen Days,What's Eating Gilbert Grape,Anomalisa,The Nutty Professor,A Thin Line Between Love and Hate,The Family Man,About Schmidt,Mary Reilly,Maurice,Everything Must Go,Forrest Gump,Trust the Man,Seeking a Friend for the End of the World,The Ugly Truth,Solitary Man,Griff the Invisible"
"Dear John,The Visual Bible: The Gospel of John,The Other Side of Heaven,Iris,Annie Hall,Lage Raho Munna Bhai,The Broadway Melody,Love in the Time of Cholera,Never Again,Grease,Barry Lyndon,Stealing Harvard,Legends of the Fall,Love Letters,Déjà Vu,The Phantom of the Opera,Shakespeare in Love,Don Juan DeMarco,The Next Three Days,Endless Love,Code 46,Love & Other Drugs,Her,The Heart of Me,Captain Corelli's Mandolin"
"The Losers,The Man from U.N.C.L.E.,Lone Survivor,Suicide Squad,Batman v Superman: Dawn of Justice,The Rundown,The Dark Knight,RED 2,Miss Congeniality,The Abyss,Sherlock Holmes: A Game of Shadows,The Specials,Maze Runner: The Scorch Trials,Cypher,The Spirit,Get Smart,Backmask,Teenage Mutant Ninja Turtles: Out of the Shadows,Red Planet,Heartbreakers,Alex Cross,Sahara,Escape Plan,Wild Wild West,Exit Wounds"
"Don't Be Afraid of the Dark,Jersey Girl,The Sound and the Shadow,C.H.U.D.,My Super Ex-Girlfriend,The Crow,The Boy in the Striped Pyjamas,Housebound,New Nightmare,Blue Like Jazz,Boogeyman,Gangs of New York,The 51st State,Lady in the Water,Out of the Dark,A Haunted House 2,Darkness,Gremlins 2: The New Batch,Hellraiser,The Possession,Plush,Let Me In,Grabbers,The Omen,The Bad Lieutenant: Port of Call - New Orleans"
"War,Crank,Butterfly on a Wheel,Point Break,Wanted,Secret in Their Eyes,The Sentinel,Death Sentence,The Crow,Now You See Me 2,Suspect Zero,The Heat,Mercury Rising,The X Files: I Want to Believe,Max Payne,Punisher: War Zone,A Good Day to Die Hard,The Spirit,Machete,The Hunted,End of Watch,Stitches,Collateral Damage,Lord of War,The Equalizer"
"Punch-Drunk Love,The New World,Mr. Deeds,Love Jones,Déjà Vu,He's Just Not That Into You,The Tourist,Living Out Loud,The Age of Innocence,Woo,Lage Raho Munna Bhai,How to Be Single,Quartet,Man on the Moon,Endless Love,16 to Life,Goddess of Love,A Thin Line Between Love and Hate,The Painted Veil,Going the Distance,Rock of Ages,Love Actually,How Do You Know,The Object of My Affection,One Day"
"EuroTrip,Road Trip,The Adventures of Elmo in Grouchland,The Ladykillers,I Love You, Man,Alfie,Just Looking,Back to the Future,The Truman Show,Gran Torino,Blue Like Jazz,The Guilt Trip,Should've Been Romeo,The Game Plan,How to Fall in Love,True Grit,The Santa Clause,The Whole Ten Yards,Everything Must Go,Knocked Up,Def Jam's How to Be a Player,The Four Feathers,All Is Lost,A Turtle's Tale: Sammy's Adventures,Sex Drive"
"Half Past Dead,Kiss of Death,The Whole Ten Yards,1982,King's Ransom,All Is Lost,Interview with the Assassin,Pain & Gain,Flying By,10th & Wolf,Memento,Cavite,Code of Honor,About Schmidt,Jeff, Who Lives at Home,Auto Focus,The Animal,Breakdown,Get Carter,The Legend of Hercules,Multiplicity,Wild Target,Me You and Five Bucks,Rockaway,Should've Been Romeo"
"Unaccompanied Minors,Love the Coopers,Christmas Mail,Over the Hedge,A Christmas Story,Christmas with the Kranks,The Santa Clause,Christmas Eve,Ri¢hie Ri¢h,The Master of Disguise,Dwegons,A Charlie Brown Christmas,Madea's Family Reunion,The Nutcracker,The Family Stone,The Christmas Bunny,Snow Dogs,Elf,Deck the Halls,The Croods,This Christmas,The Lion of Judah,Arthur Christmas,Happy Christmas,Krampus"
"Bright Lights, Big City,Synecdoche, New York,Stonewall,We Are Your Friends,New York, New York,F.I.S.T.,Midnight Cowboy,Celebrity,As Good as It Gets,Annie Hall,I Love Your Work,The Day After Tomorrow,Nightcrawler,Bled,New York Stories,Big,12 Years a Slave,Illuminata,The Best Man,Blue Like Jazz,People I Know,Hang 'em High,Mrs. Doubtfire,Basquiat,Home Run"
"The Adventures of Pinocchio,The Lion of Judah,Man of Steel,Jonah: A VeggieTales Movie,Jungle Shuffle,Puss in Boots,Pinocchio,Paper Towns,Changing Lanes,The Indian in the Cupboard,A Thin Line Between Love and Hate,Secondhand Lions,The Smurfs 2,Big,Bridge to Terabithia,The Hobbit: The Desolation of Smaug,Roadside Romeo,Night at the Museum: Battle of the Smithsonian,Mi America,Elsa & Fred,Inkheart,Menace II Society,Pocahontas,Ice Age: The Meltdown,The Game of Their Lives"
"The Greatest Game Ever Played,The Straight Story,Teacher's Pet,The Game Plan,Fantasia,Pete's Dragon,Lonesome Jim,Kicking & Screaming,Million Dollar Arm,Ali,Bad Grandpa,Air Bud,Murderball,Cinderella Man,The Lion King,The Jungle Book,Dinosaur,The Santa Clause,Growing Up Smith,Mo' Better Blues,Danny Collins,Disturbia,Birdman,The Adventurer: The Curse of the Midas Box,Meet the Deedles"
"The Box,The Possession,Lara Croft Tomb Raider: The Cradle of Life,The Adventurer: The Curse of the Midas Box,Area 51,Grudge Match,Margin Call,No Reservations,After.Life,World War Z,The Relic,Rudderless,Don't Say a Word,Snake Eyes,Cliffhanger,The Invention of Lying,A Simple Plan,The Fountain,Slow Burn,The Invasion,Skyline,Zodiac,The 6th Day,The Odd Life of Timothy Green,Striptease"
"The Ruins,Triangle,Fantastic Four,Harrison Montgomery,A Sound of Thunder,Redacted,The Dirties,The Black Dahlia,The Witch,Tropic Thunder,Severance,Blindness,The Sleepwalker,Blue Valentine,Arbitrage,The Cottage,Diary of the Dead,Meek's Cutoff,The Howling,Halloween II,Zoolander,White Noise,Alexander,Coriolanus,Southland Tales"
"The Next Best Thing,The Broken Hearts Club: A Romantic Comedy,Last Holiday,A Farewell to Arms,I Love You, Man,The Object of My Affection,The Best Man,The Motel,The Switch,A Home at the End of the World,Boat Trip,No Strings Attached,The Best Man Holiday,Forrest Gump,Never Again,Love in the Time of Cholera,The Age of Adaline,Kites,Hardball,Envy,When Harry Met Sally...,My Girl,Walking and Talking,Bandits,Runaway Bride"
"My Soul to Take,The Raven,Child's Play,Eye of the Beholder,2:13,Child's Play 2,The Silence of the Lambs,The Cell,10th & Wolf,Ghost Rider,Copycat,Strangerland,Bubba Ho-tep,Hayride,Paranormal Activity: The Marked Ones,The Unborn,Fabled,Owning Mahowny,The Wolfman,Ray,Switchback,Savages,Charlie St. Cloud,Mary Reilly,R.L. Stine's Monsterville: The Cabinet of Souls"
"The Girl Next Door,Freddy Got Fingered,Date Movie,Love & Other Drugs,Deck the Halls,Shakespeare in Love,Imagine That,The Grace Card,Simply Irresistible,Me You and Five Bucks,Bandits,Grosse Pointe Blank,Splash,You Can't Take It With You,I Love You, Beth Cooper,For Love of the Game,12 Years a Slave,Forrest Gump,Alfie,After Earth,Charlie St. Cloud,The Fountain,Bubble Boy,How to Fall in Love,City By The Sea"
"Maximum Risk,The Adventures of Elmo in Grouchland,Stripes,Should've Been Romeo,Faster,All Is Lost,Rockaway,Air Force One,Killers,The Transporter,Commando,Alfie,Jeff, Who Lives at Home,Kickboxer: Vengeance,Double Impact,Multiplicity,Pain & Gain,Pound of Flesh,The Firm,The Last Emperor,A Good Year,The Legend of Hercules,Grosse Pointe Blank,Flying By,Street Fighter"
"Stealing Harvard,Stripes,Bottle Rocket,Forsaken,The R.M.,The Other Side of Heaven,White House Down,Inspector Gadget,Bully,Snitch,Payback,A Beautiful Mind,Pain & Gain,Alfie,The Animal,Should've Been Romeo,I Origins,Auto Focus,The Adventures of Elmo in Grouchland,Harsh Times,Take Me Home Tonight,To Save A Life,Jeff, Who Lives at Home,The Business of Fancydancing,We Bought a Zoo"
"Legend,Contraband,London to Brighton,Four Brothers,State of Play,Sin City: A Dame to Kill For,Black Mass,Wild Target,Out of the Furnace,The Interpreter,In the Valley of Elah,Smokin' Aces,Romeo Is Bleeding,Heist,Faster,The Proposition,The Midnight Meat Train,Get Carter,Hell's Angels,The Boondock Saints,Only God Forgives,Water & Power,Gone in Sixty Seconds,Poolhall Junkies,Hot Fuzz"
"Hot Rod,The Naked Gun 33⅓: The Final Insult,Everybody's Fine,Robot & Frank,Scrooged,Punisher: War Zone,The Transporter,Bringing Out the Dead,RED,The Truman Show,The Adventures of Elmo in Grouchland,The Gambler,The Naked Gun 2½: The Smell of Fear,Catch Me If You Can,The Verdict,Alfie,Imagine That,Should've Been Romeo,Elizabethtown,Multiplicity,The Greatest Show on Earth,The Transporter Refueled,Deuce Bigalow: Male Gigolo,The Animal,Hellraiser"
"Shark Night,Jaws,The Shallows,The Reef,Sharknado,Jaws 2,Shark Lake,Bait,Jaws: The Revenge,Deep Blue Sea,House on Haunted Hill,Creature,Shark Tale,Open Water,A Haunted House,Eden Lake,Devil's Due,Donkey Punch,House at the End of the Drive,Friday the 13th Part III,A Beginner's Guide to Snuff,The Vatican Tapes,The Forsaken,The Cottage,Moms' Night Out"
"Angela's Ashes,American Sniper,The Young Messiah,Perrier’s Bounty,Stop-Loss,Ondine,Hamlet,All Is Lost,Garden State,Jarhead,Elizabethtown,The Last Emperor,There Will Be Blood,Gran Torino,Stardust,Pain & Gain,The Adventures of Elmo in Grouchland,The Four Feathers,Imagine That,Jeff, Who Lives at Home,Sexy Beast,Boogeyman,The Adventurer: The Curse of the Midas Box,American Gangster,Everything Must Go"
"Draft Day,Hesher,Sweet November,Groundhog Day,Copying Beethoven,The Lost Weekend,The Truman Show,Wicker Park,The R.M.,Valentine's Day,The Young Unknowns,The Fan,Free Style,My All American,W.,Jerry Maguire,The Back-Up Plan,Next Day Air,At First Sight,The Wolverine,About Time,Moonlight Mile,We Bought a Zoo,March or Die,Once"
"Lifeforce,The Thing,Area 51,The Invasion,Blade II,Lost in Space,Muppets from Space,Vampire in Brooklyn,Gattaca,Aliens vs Predator: Requiem,Interview with the Vampire,Monsters vs Aliens,Alien,Daybreakers,Zathura: A Space Adventure,Underworld: Evolution,Signs,Armageddon,Aliens,Impostor,Species,You Only Live Twice,Stake Land,Moonraker,The Dead Undead"
